question,answer
What is 884 minus 521?,363
What is 916 minus 826?,90
What is 829 minus 721?,108
What is 102 minus 980?,-878
What is 192 minus 168?,24
What is 451 minus 945?,-494
What is 66 minus 950?,-884
What is 436 minus 649?,-213
What is 404 minus 962?,-558
What is 278 minus 258?,20
What is 447 minus 902?,-455
What is 775 minus 792?,-17
What is 364 minus 624?,-260
What is 335 minus 92?,243
What is 314 minus 30?,284
What is 504 minus 11?,493
What is 780 minus 256?,524
What is 207 minus 780?,-573
What is 407 minus 395?,12
What is 446 minus 794?,-348
What is 650 minus 640?,10
What is 689 minus 398?,291
What is 713 minus 901?,-188
What is 842 minus 39?,803
What is 596 minus 476?,120
What is 363 minus 849?,-486
What is 582 minus 129?,453
What is 577 minus 727?,-150
What is 285 minus 335?,-50
What is 841 minus 24?,817
What is 407 minus 485?,-78
What is 943 minus 534?,409
What is 138 minus 42?,96
What is 83 minus 579?,-496
What is 885 minus 355?,530
What is 369 minus 4?,365
What is 71 minus 195?,-124
What is 734 minus 113?,621
What is 687 minus 553?,134
What is 482 minus 44?,438
What is 322 minus 950?,-628
What is 861 minus 865?,-4
What is 977 minus 967?,10
What is 25 minus 322?,-297
What is 402 minus 926?,-524
What is 128 minus 783?,-655
What is 650 minus 281?,369
What is 416 minus 686?,-270
What is 145 minus 609?,-464
What is 151 minus 413?,-262
What is 887 minus 313?,574
What is 523 minus 61?,462
What is 166 minus 128?,38
What is 914 minus 137?,777
What is 932 minus 492?,440
What is 722 minus 657?,65
What is 733 minus 782?,-49
What is 740 minus 47?,693
What is 747 minus 843?,-96
What is 532 minus 44?,488
What is 843 minus 568?,275
What is 707 minus 762?,-55
What is 714 minus 646?,68
What is 396 minus 972?,-576
What is 184 minus 352?,-168
What is 819 minus 599?,220
What is 832 minus 84?,748
What is 82 minus 573?,-491
What is 178 minus 832?,-654
What is 271 minus 206?,65
What is 819 minus 267?,552
What is 335 minus 717?,-382
What is 725 minus 259?,466
What is 801 minus 265?,536
What is 529 minus 957?,-428
What is 467 minus 931?,-464
What is 158 minus 774?,-616
What is 921 minus 459?,462
What is 565 minus 156?,409
What is 39 minus 647?,-608
What is 599 minus 181?,418
What is 656 minus 524?,132
What is 34 minus 917?,-883
What is 775 minus 323?,452
What is 837 minus 969?,-132
What is 73 minus 197?,-124
What is 663 minus 810?,-147
What is 467 minus 625?,-158
What is 244 minus 831?,-587
What is 469 minus 534?,-65
What is 163 minus 726?,-563
What is 341 minus 934?,-593
What is 670 minus 138?,532
What is 487 minus 790?,-303
What is 569 minus 58?,511
What is 556 minus 84?,472
What is 840 minus 530?,310
What is 351 minus 2?,349
What is 832 minus 793?,39
What is 81 minus 106?,-25
What is 437 minus 622?,-185
What is 360 minus 583?,-223
What is 462 minus 343?,119
What is 853 minus 387?,466
What is 524 minus 370?,154
What is 861 minus 882?,-21
What is 651 minus 121?,530
What is 139 minus 324?,-185
What is 947 minus 23?,924
What is 186 minus 751?,-565
What is 128 minus 19?,109
What is 345 minus 907?,-562
What is 622 minus 197?,425
What is 45 minus 423?,-378
What is 660 minus 63?,597
What is 715 minus 318?,397
What is 815 minus 398?,417
What is 933 minus 53?,880
What is 614 minus 785?,-171
What is 813 minus 728?,85
What is 172 minus 366?,-194
What is 940 minus 855?,85
What is 949 minus 79?,870
What is 418 minus 55?,363
What is 451 minus 363?,88
What is 618 minus 923?,-305
What is 635 minus 774?,-139
What is 261 minus 688?,-427
What is 317 minus 576?,-259
What is 869 minus 823?,46
What is 464 minus 422?,42
What is 185 minus 31?,154
What is 464 minus 821?,-357
What is 270 minus 195?,75
What is 972 minus 396?,576
What is 65 minus 366?,-301
What is 98 minus 126?,-28
What is 26 minus 359?,-333
What is 21 minus 181?,-160
What is 413 minus 630?,-217
What is 707 minus 669?,38
What is 918 minus 13?,905
What is 330 minus 467?,-137
What is 809 minus 567?,242
What is 763 minus 892?,-129
What is 711 minus 507?,204
What is 487 minus 82?,405
What is 878 minus 52?,826
What is 548 minus 882?,-334
What is 411 minus 809?,-398
What is 802 minus 879?,-77
What is 947 minus 268?,679
What is 28 minus 663?,-635
What is 528 minus 98?,430
What is 856 minus 846?,10
What is 82 minus 341?,-259
What is 367 minus 978?,-611
What is 100 minus 482?,-382
What is 991 minus 33?,958
What is 157 minus 930?,-773
What is 528 minus 640?,-112
What is 824 minus 293?,531
What is 982 minus 37?,945
What is 0 minus 385?,-385
What is 345 minus 160?,185
What is 967 minus 561?,406
What is 712 minus 150?,562
What is 164 minus 178?,-14
What is 798 minus 942?,-144
What is 162 minus 655?,-493
What is 696 minus 248?,448
What is 965 minus 899?,66
What is 956 minus 639?,317
What is 336 minus 968?,-632
What is 24 minus 494?,-470
What is 981 minus 909?,72
What is 640 minus 694?,-54
What is 407 minus 45?,362
What is 231 minus 246?,-15
What is 650 minus 288?,362
What is 336 minus 174?,162
What is 989 minus 243?,746
What is 360 minus 231?,129
What is 167 minus 899?,-732
What is 430 minus 474?,-44
What is 372 minus 897?,-525
What is 578 minus 141?,437
What is 395 minus 578?,-183
What is 789 minus 13?,776
What is 166 minus 952?,-786
What is 597 minus 5?,592
What is 703 minus 399?,304
What is 735 minus 820?,-85
What is 176 minus 152?,24
What is 19 minus 25?,-6
What is 843 minus 331?,512
What is 522 minus 3?,519
What is 39 minus 48?,-9
What is 795 minus 947?,-152
What is 114 minus 586?,-472
What is 626 minus 151?,475
What is 797 minus 156?,641
What is 689 minus 805?,-116
What is 388 minus 806?,-418
What is 27 minus 428?,-401
What is 446 minus 581?,-135
What is 935 minus 702?,233
What is 340 minus 728?,-388
What is 253 minus 944?,-691
What is 141 minus 372?,-231
What is 522 minus 221?,301
What is 546 minus 409?,137
What is 74 minus 132?,-58
What is 417 minus 579?,-162
What is 674 minus 359?,315
What is 989 minus 98?,891
What is 441 minus 917?,-476
What is 446 minus 251?,195
What is 482 minus 390?,92
What is 230 minus 938?,-708
What is 404 minus 245?,159
What is 660 minus 492?,168
What is 406 minus 942?,-536
What is 595 minus 70?,525
What is 855 minus 258?,597
What is 282 minus 906?,-624
What is 539 minus 380?,159
What is 555 minus 22?,533
What is 618 minus 626?,-8
What is 798 minus 485?,313
What is 897 minus 242?,655
What is 282 minus 41?,241
What is 625 minus 329?,296
What is 888 minus 817?,71
What is 400 minus 987?,-587
What is 641 minus 109?,532
What is 547 minus 898?,-351
What is 873 minus 49?,824
What is 147 minus 730?,-583
What is 401 minus 27?,374
What is 786 minus 431?,355
What is 748 minus 891?,-143
What is 999 minus 402?,597
What is 443 minus 946?,-503
What is 107 minus 730?,-623
What is 471 minus 618?,-147
What is 473 minus 165?,308
What is 173 minus 348?,-175
What is 485 minus 420?,65
What is 162 minus 604?,-442
What is 940 minus 885?,55
What is 290 minus 780?,-490
What is 515 minus 115?,400
What is 955 minus 377?,578
What is 353 minus 146?,207
What is 643 minus 366?,277
What is 784 minus 484?,300
What is 645 minus 531?,114
What is 771 minus 55?,716
What is 200 minus 898?,-698
What is 980 minus 263?,717
What is 181 minus 740?,-559
What is 597 minus 332?,265
What is 303 minus 389?,-86
What is 649 minus 42?,607
What is 298 minus 564?,-266
What is 441 minus 35?,406
What is 698 minus 420?,278
What is 275 minus 384?,-109
What is 745 minus 213?,532
What is 355 minus 137?,218
What is 135 minus 112?,23
What is 627 minus 365?,262
What is 169 minus 31?,138
What is 440 minus 590?,-150
What is 407 minus 474?,-67
What is 77 minus 657?,-580
What is 727 minus 724?,3
What is 697 minus 79?,618
What is 796 minus 435?,361
What is 557 minus 743?,-186
What is 567 minus 141?,426
What is 173 minus 156?,17
What is 212 minus 168?,44
What is 233 minus 30?,203
What is 537 minus 138?,399
What is 838 minus 504?,334
What is 365 minus 921?,-556
What is 903 minus 638?,265
What is 753 minus 294?,459
What is 733 minus 812?,-79
What is 343 minus 700?,-357
What is 121 minus 821?,-700
What is 985 minus 936?,49
What is 875 minus 858?,17
What is 418 minus 791?,-373
What is 883 minus 268?,615
What is 920 minus 162?,758
What is 350 minus 643?,-293
What is 513 minus 991?,-478
What is 339 minus 545?,-206
What is 711 minus 148?,563
What is 934 minus 385?,549
What is 757 minus 761?,-4
What is 568 minus 312?,256
What is 240 minus 901?,-661
What is 936 minus 387?,549
What is 354 minus 399?,-45
What is 971 minus 482?,489
What is 523 minus 313?,210
What is 987 minus 419?,568
What is 416 minus 832?,-416
What is 100 minus 699?,-599
What is 996 minus 157?,839
What is 151 minus 5?,146
What is 597 minus 609?,-12
What is 649 minus 721?,-72
What is 957 minus 902?,55
What is 529 minus 109?,420
What is 713 minus 797?,-84
What is 662 minus 714?,-52
What is 209 minus 610?,-401
What is 659 minus 617?,42
What is 525 minus 113?,412
What is 273 minus 705?,-432
What is 749 minus 629?,120
What is 172 minus 384?,-212
What is 87 minus 812?,-725
What is 36 minus 10?,26
What is 118 minus 913?,-795
What is 370 minus 836?,-466
What is 739 minus 492?,247
What is 325 minus 110?,215
What is 692 minus 463?,229
What is 377 minus 598?,-221
What is 713 minus 259?,454
What is 682 minus 498?,184
What is 831 minus 794?,37
What is 234 minus 944?,-710
What is 162 minus 575?,-413
What is 564 minus 847?,-283
What is 916 minus 79?,837
What is 799 minus 876?,-77
What is 520 minus 942?,-422
What is 907 minus 172?,735
What is 26 minus 847?,-821
What is 658 minus 869?,-211
What is 170 minus 899?,-729
What is 529 minus 418?,111
What is 622 minus 676?,-54
What is 213 minus 448?,-235
What is 725 minus 700?,25
What is 414 minus 270?,144
What is 21 minus 601?,-580
What is 137 minus 941?,-804
What is 397 minus 175?,222
What is 906 minus 451?,455
What is 578 minus 54?,524
What is 938 minus 384?,554
What is 951 minus 821?,130
What is 88 minus 659?,-571
What is 602 minus 414?,188
What is 342 minus 238?,104
What is 518 minus 894?,-376
What is 466 minus 40?,426
What is 491 minus 634?,-143
What is 104 minus 275?,-171
What is 853 minus 519?,334
What is 502 minus 564?,-62
What is 660 minus 403?,257
What is 484 minus 271?,213
What is 185 minus 235?,-50
What is 553 minus 373?,180
What is 163 minus 309?,-146
What is 872 minus 623?,249
What is 851 minus 938?,-87
What is 147 minus 467?,-320
What is 70 minus 985?,-915
What is 70 minus 489?,-419
What is 402 minus 579?,-177
What is 975 minus 419?,556
What is 569 minus 94?,475
What is 271 minus 493?,-222
What is 235 minus 834?,-599
What is 113 minus 303?,-190
What is 144 minus 368?,-224
What is 831 minus 96?,735
What is 141 minus 674?,-533
What is 884 minus 58?,826
What is 842 minus 681?,161
What is 140 minus 600?,-460
What is 572 minus 203?,369
What is 7 minus 33?,-26
What is 882 minus 414?,468
What is 571 minus 716?,-145
What is 773 minus 616?,157
What is 502 minus 731?,-229
What is 706 minus 109?,597
What is 953 minus 484?,469
What is 572 minus 355?,217
What is 895 minus 798?,97
What is 351 minus 893?,-542
What is 99 minus 702?,-603
What is 5 minus 247?,-242
What is 232 minus 509?,-277
What is 858 minus 318?,540
What is 281 minus 230?,51
What is 9 minus 507?,-498
What is 363 minus 969?,-606
What is 977 minus 521?,456
What is 948 minus 349?,599
What is 93 minus 79?,14
What is 312 minus 587?,-275
What is 432 minus 231?,201
What is 756 minus 376?,380
What is 986 minus 390?,596
What is 881 minus 776?,105
What is 148 minus 237?,-89
What is 294 minus 958?,-664
What is 204 minus 760?,-556
What is 794 minus 492?,302
What is 675 minus 901?,-226
What is 800 minus 367?,433
What is 289 minus 393?,-104
What is 627 minus 132?,495
What is 851 minus 797?,54
What is 122 minus 410?,-288
What is 363 minus 512?,-149
What is 889 minus 482?,407
What is 234 minus 671?,-437
What is 726 minus 382?,344
What is 647 minus 937?,-290
What is 367 minus 442?,-75
What is 284 minus 367?,-83
What is 996 minus 410?,586
What is 785 minus 784?,1
What is 731 minus 289?,442
What is 887 minus 107?,780
What is 491 minus 925?,-434
What is 298 minus 123?,175
What is 456 minus 157?,299
What is 352 minus 955?,-603
What is 249 minus 761?,-512
What is 191 minus 951?,-760
What is 978 minus 346?,632
What is 511 minus 234?,277
What is 112 minus 697?,-585
What is 393 minus 998?,-605
What is 398 minus 475?,-77
What is 525 minus 472?,53
What is 958 minus 579?,379
What is 848 minus 632?,216
What is 225 minus 691?,-466
What is 408 minus 514?,-106
What is 318 minus 498?,-180
What is 238 minus 322?,-84
What is 530 minus 700?,-170
What is 1 minus 94?,-93
What is 483 minus 324?,159
What is 403 minus 912?,-509
What is 972 minus 232?,740
What is 840 minus 990?,-150
What is 441 minus 49?,392
What is 589 minus 789?,-200
What is 41 minus 416?,-375
What is 95 minus 269?,-174
What is 205 minus 742?,-537
What is 334 minus 182?,152
What is 115 minus 185?,-70
What is 816 minus 715?,101
What is 372 minus 28?,344
What is 239 minus 975?,-736
What is 44 minus 8?,36
What is 391 minus 547?,-156
What is 4 minus 132?,-128
What is 119 minus 841?,-722
What is 619 minus 620?,-1
What is 957 minus 934?,23
What is 204 minus 83?,121
What is 758 minus 477?,281
What is 202 minus 868?,-666
What is 1 minus 532?,-531
What is 918 minus 636?,282
What is 866 minus 425?,441
What is 68 minus 549?,-481
What is 181 minus 948?,-767
What is 239 minus 232?,7
What is 950 minus 425?,525
What is 391 minus 486?,-95
What is 826 minus 0?,826
What is 446 minus 215?,231
What is 390 minus 999?,-609
What is 783 minus 42?,741
What is 630 minus 977?,-347
What is 275 minus 29?,246
What is 596 minus 355?,241
What is 720 minus 376?,344
What is 846 minus 345?,501
What is 693 minus 464?,229
What is 656 minus 137?,519
What is 610 minus 529?,81
What is 94 minus 257?,-163
What is 967 minus 105?,862
What is 731 minus 105?,626
What is 279 minus 24?,255
What is 708 minus 145?,563
What is 635 minus 790?,-155
What is 674 minus 139?,535
What is 388 minus 212?,176
What is 586 minus 999?,-413
What is 675 minus 327?,348
What is 206 minus 431?,-225
What is 520 minus 512?,8
What is 123 minus 573?,-450
What is 108 minus 709?,-601
What is 932 minus 486?,446
What is 127 minus 521?,-394
What is 914 minus 458?,456
What is 481 minus 182?,299
What is 465 minus 560?,-95
What is 347 minus 131?,216
What is 426 minus 260?,166
What is 386 minus 80?,306
What is 578 minus 517?,61
What is 343 minus 839?,-496
What is 841 minus 883?,-42
What is 239 minus 464?,-225
What is 254 minus 359?,-105
What is 492 minus 793?,-301
What is 957 minus 420?,537
What is 24 minus 457?,-433
What is 740 minus 909?,-169
What is 6 minus 565?,-559
What is 414 minus 981?,-567
What is 782 minus 793?,-11
What is 456 minus 229?,227
What is 439 minus 246?,193
What is 259 minus 488?,-229
What is 486 minus 144?,342
What is 233 minus 451?,-218
What is 290 minus 368?,-78
What is 668 minus 497?,171
What is 613 minus 954?,-341
What is 951 minus 152?,799
What is 992 minus 851?,141
What is 534 minus 700?,-166
What is 89 minus 192?,-103
What is 307 minus 955?,-648
What is 530 minus 646?,-116
What is 689 minus 125?,564
What is 968 minus 60?,908
What is 158 minus 351?,-193
What is 37 minus 342?,-305
What is 890 minus 636?,254
What is 824 minus 164?,660
What is 784 minus 921?,-137
What is 479 minus 399?,80
What is 694 minus 192?,502
What is 421 minus 508?,-87
What is 196 minus 171?,25
What is 400 minus 48?,352
What is 805 minus 970?,-165
What is 821 minus 790?,31
What is 984 minus 347?,637
What is 908 minus 778?,130
What is 698 minus 849?,-151
What is 533 minus 192?,341
What is 741 minus 335?,406
What is 187 minus 531?,-344
What is 945 minus 555?,390
What is 729 minus 871?,-142
What is 608 minus 596?,12
What is 444 minus 155?,289
What is 648 minus 705?,-57
What is 632 minus 505?,127
What is 920 minus 679?,241
What is 584 minus 951?,-367
What is 218 minus 612?,-394
What is 451 minus 33?,418
What is 248 minus 499?,-251
What is 926 minus 618?,308
What is 863 minus 325?,538
What is 569 minus 748?,-179
What is 201 minus 0?,201
What is 44 minus 63?,-19
What is 137 minus 248?,-111
What is 453 minus 895?,-442
What is 690 minus 624?,66
What is 229 minus 676?,-447
What is 700 minus 111?,589
What is 882 minus 988?,-106
What is 775 minus 528?,247
What is 435 minus 946?,-511
What is 661 minus 649?,12
What is 293 minus 906?,-613
What is 699 minus 346?,353
What is 505 minus 701?,-196
What is 196 minus 167?,29
What is 381 minus 570?,-189
What is 863 minus 365?,498
What is 734 minus 448?,286
What is 400 minus 449?,-49
What is 679 minus 325?,354
What is 866 minus 479?,387
What is 68 minus 150?,-82
What is 225 minus 772?,-547
What is 116 minus 769?,-653
What is 159 minus 976?,-817
What is 958 minus 403?,555
What is 973 minus 475?,498
What is 724 minus 553?,171
What is 215 minus 913?,-698
What is 376 minus 721?,-345
What is 47 minus 21?,26
What is 415 minus 212?,203
What is 89 minus 874?,-785
What is 422 minus 599?,-177
What is 583 minus 894?,-311
What is 809 minus 421?,388
What is 553 minus 215?,338
What is 648 minus 4?,644
What is 983 minus 684?,299
What is 139 minus 543?,-404
What is 658 minus 928?,-270
What is 501 minus 316?,185
What is 389 minus 556?,-167
What is 550 minus 67?,483
What is 80 minus 619?,-539
What is 993 minus 748?,245
What is 504 minus 770?,-266
What is 15 minus 208?,-193
What is 429 minus 631?,-202
What is 775 minus 368?,407
What is 319 minus 85?,234
What is 762 minus 23?,739
What is 785 minus 827?,-42
What is 244 minus 628?,-384
What is 991 minus 886?,105
What is 28 minus 602?,-574
What is 884 minus 981?,-97
What is 524 minus 376?,148
What is 157 minus 476?,-319
What is 264 minus 112?,152
What is 607 minus 457?,150
What is 285 minus 899?,-614
What is 858 minus 224?,634
What is 391 minus 393?,-2
What is 763 minus 518?,245
What is 949 minus 347?,602
What is 233 minus 843?,-610
What is 604 minus 270?,334
What is 958 minus 91?,867
What is 45 minus 158?,-113
What is 323 minus 641?,-318
What is 598 minus 577?,21
What is 496 minus 64?,432
What is 978 minus 539?,439
What is 490 minus 445?,45
What is 327 minus 394?,-67
What is 746 minus 893?,-147
What is 24 minus 119?,-95
What is 444 minus 621?,-177
What is 680 minus 958?,-278
What is 985 minus 136?,849
What is 779 minus 145?,634
What is 906 minus 31?,875
What is 121 minus 722?,-601
What is 440 minus 253?,187
What is 32 minus 644?,-612
What is 278 minus 270?,8
What is 393 minus 118?,275
What is 352 minus 298?,54
What is 382 minus 630?,-248
What is 822 minus 652?,170
What is 194 minus 762?,-568
What is 844 minus 554?,290
What is 554 minus 61?,493
What is 346 minus 527?,-181
What is 565 minus 14?,551
What is 165 minus 929?,-764
What is 507 minus 839?,-332
What is 22 minus 652?,-630
What is 883 minus 264?,619
What is 339 minus 140?,199
What is 352 minus 101?,251
What is 628 minus 574?,54
What is 427 minus 978?,-551
What is 809 minus 776?,33
What is 69 minus 257?,-188
What is 584 minus 106?,478
What is 533 minus 76?,457
What is 881 minus 600?,281
What is 131 minus 496?,-365
What is 35 minus 532?,-497
What is 860 minus 800?,60
What is 228 minus 355?,-127
What is 99 minus 571?,-472
What is 856 minus 724?,132
What is 222 minus 181?,41
What is 710 minus 679?,31
What is 984 minus 235?,749
What is 408 minus 206?,202
What is 623 minus 715?,-92
What is 763 minus 449?,314
What is 356 minus 161?,195
What is 275 minus 738?,-463
What is 996 minus 916?,80
What is 356 minus 997?,-641
What is 560 minus 872?,-312
What is 205 minus 221?,-16
What is 476 minus 848?,-372
What is 321 minus 131?,190
What is 283 minus 574?,-291
What is 680 minus 794?,-114
What is 788 minus 0?,788
What is 85 minus 676?,-591
What is 838 minus 335?,503
What is 315 minus 893?,-578
What is 723 minus 800?,-77
What is 972 minus 331?,641
What is 35 minus 86?,-51
What is 626 minus 14?,612
What is 299 minus 822?,-523
What is 117 minus 170?,-53
What is 728 minus 281?,447
What is 206 minus 525?,-319
What is 567 minus 354?,213
What is 885 minus 459?,426
What is 91 minus 424?,-333
What is 514 minus 544?,-30
What is 851 minus 418?,433
What is 125 minus 82?,43
What is 607 minus 474?,133
What is 331 minus 178?,153
What is 303 minus 246?,57
What is 643 minus 447?,196
What is 689 minus 715?,-26
What is 293 minus 32?,261
What is 23 minus 855?,-832
What is 8 minus 653?,-645
What is 865 minus 275?,590
What is 78 minus 891?,-813
What is 999 minus 677?,322
What is 320 minus 324?,-4
What is 560 minus 669?,-109
What is 294 minus 49?,245
What is 802 minus 725?,77
What is 254 minus 869?,-615
What is 909 minus 708?,201
What is 529 minus 143?,386
What is 265 minus 611?,-346
What is 57 minus 804?,-747
What is 397 minus 428?,-31
What is 287 minus 596?,-309
What is 230 minus 259?,-29
What is 973 minus 320?,653
What is 932 minus 827?,105
What is 545 minus 501?,44
What is 910 minus 459?,451
What is 725 minus 125?,600
What is 433 minus 383?,50
What is 173 minus 533?,-360
What is 52 minus 236?,-184
What is 723 minus 827?,-104
What is 488 minus 392?,96
What is 31 minus 244?,-213
What is 83 minus 315?,-232
What is 100 minus 844?,-744
What is 187 minus 925?,-738
What is 131 minus 983?,-852
What is 448 minus 15?,433
What is 914 minus 771?,143
What is 370 minus 538?,-168
What is 423 minus 127?,296
What is 539 minus 252?,287
What is 511 minus 288?,223
What is 274 minus 413?,-139
What is 441 minus 482?,-41
What is 714 minus 959?,-245
What is 949 minus 59?,890
What is 168 minus 726?,-558
What is 908 minus 874?,34
What is 536 minus 365?,171
What is 207 minus 255?,-48
What is 154 minus 226?,-72
What is 818 minus 308?,510
What is 807 minus 148?,659
What is 190 minus 564?,-374
What is 256 minus 557?,-301
What is 27 minus 185?,-158
What is 238 minus 884?,-646
What is 840 minus 739?,101
What is 427 minus 947?,-520
What is 904 minus 722?,182
What is 966 minus 160?,806
What is 249 minus 776?,-527
What is 573 minus 131?,442
What is 902 minus 853?,49
What is 595 minus 697?,-102
What is 172 minus 762?,-590
What is 253 minus 536?,-283
What is 792 minus 306?,486
What is 817 minus 888?,-71
What is 876 minus 814?,62
What is 725 minus 759?,-34
What is 21 minus 739?,-718
What is 471 minus 808?,-337
What is 926 minus 867?,59
What is 204 minus 63?,141
What is 421 minus 171?,250
What is 390 minus 517?,-127
What is 397 minus 217?,180
What is 394 minus 546?,-152
What is 538 minus 505?,33
What is 105 minus 129?,-24
What is 876 minus 88?,788
What is 545 minus 11?,534
What is 920 minus 844?,76
What is 915 minus 83?,832
What is 10 minus 984?,-974
What is 764 minus 248?,516
What is 763 minus 405?,358
What is 461 minus 690?,-229
What is 282 minus 422?,-140
What is 996 minus 353?,643
What is 677 minus 405?,272
What is 264 minus 743?,-479
What is 78 minus 913?,-835
What is 780 minus 161?,619
What is 600 minus 248?,352
What is 758 minus 214?,544
What is 878 minus 46?,832
What is 779 minus 874?,-95
What is 54 minus 523?,-469
What is 828 minus 68?,760
What is 709 minus 456?,253
What is 254 minus 461?,-207
What is 727 minus 796?,-69
What is 918 minus 779?,139
What is 677 minus 137?,540
What is 614 minus 641?,-27
What is 901 minus 521?,380
What is 296 minus 13?,283
What is 612 minus 151?,461
What is 359 minus 682?,-323
What is 366 minus 375?,-9
What is 849 minus 986?,-137
What is 304 minus 513?,-209
What is 657 minus 704?,-47
What is 259 minus 136?,123
What is 23 minus 490?,-467
What is 826 minus 751?,75
What is 957 minus 853?,104
What is 875 minus 204?,671
What is 623 minus 406?,217
What is 347 minus 484?,-137
What is 308 minus 450?,-142
What is 142 minus 486?,-344
What is 838 minus 303?,535
What is 960 minus 828?,132
What is 717 minus 934?,-217
What is 339 minus 357?,-18
What is 873 minus 653?,220
What is 617 minus 389?,228
What is 405 minus 592?,-187
What is 410 minus 712?,-302
What is 916 minus 513?,403
What is 305 minus 690?,-385
What is 834 minus 775?,59
What is 578 minus 863?,-285
What is 240 minus 193?,47
What is 441 minus 221?,220
What is 271 minus 526?,-255
What is 171 minus 521?,-350
What is 143 minus 827?,-684
What is 611 minus 529?,82
What is 774 minus 921?,-147
What is 544 minus 796?,-252
What is 933 minus 518?,415
What is 856 minus 846?,10
What is 663 minus 487?,176
What is 939 minus 349?,590
What is 265 minus 443?,-178
What is 308 minus 467?,-159
What is 928 minus 666?,262
What is 539 minus 53?,486
What is 808 minus 747?,61
What is 198 minus 991?,-793
What is 263 minus 469?,-206
What is 707 minus 70?,637
What is 18 minus 206?,-188
What is 611 minus 105?,506
What is 876 minus 262?,614
What is 812 minus 965?,-153
What is 1 minus 845?,-844
What is 894 minus 221?,673
What is 962 minus 917?,45
What is 189 minus 632?,-443
What is 177 minus 928?,-751
What is 988 minus 677?,311
What is 369 minus 624?,-255
What is 831 minus 274?,557
What is 9 minus 690?,-681
What is 672 minus 16?,656
What is 21 minus 622?,-601
What is 938 minus 950?,-12
What is 171 minus 851?,-680
What is 891 minus 317?,574
What is 985 minus 841?,144
What is 241 minus 402?,-161
What is 842 minus 511?,331
What is 756 minus 371?,385
What is 878 minus 363?,515
What is 89 minus 596?,-507
What is 442 minus 800?,-358
What is 118 minus 716?,-598
What is 25 minus 786?,-761
What is 176 minus 14?,162
What is 608 minus 544?,64
What is 279 minus 361?,-82
What is 756 minus 213?,543
What is 891 minus 942?,-51
What is 393 minus 201?,192
What is 326 minus 188?,138
What is 814 minus 183?,631
What is 508 minus 673?,-165
What is 154 minus 626?,-472
What is 605 minus 517?,88
What is 417 minus 600?,-183
What is 642 minus 963?,-321
What is 932 minus 881?,51
What is 232 minus 927?,-695
What is 2 minus 55?,-53
What is 446 minus 918?,-472
What is 618 minus 32?,586
What is 661 minus 663?,-2
What is 663 minus 953?,-290
What is 138 minus 514?,-376
What is 87 minus 429?,-342
What is 317 minus 339?,-22
What is 648 minus 938?,-290
What is 641 minus 948?,-307
What is 846 minus 633?,213
What is 193 minus 731?,-538
What is 62 minus 347?,-285
What is 994 minus 141?,853
What is 323 minus 672?,-349
What is 764 minus 280?,484
What is 497 minus 492?,5
What is 623 minus 934?,-311
What is 338 minus 276?,62
What is 917 minus 661?,256
What is 79 minus 469?,-390
What is 823 minus 772?,51
What is 163 minus 919?,-756
What is 110 minus 524?,-414
What is 265 minus 572?,-307
What is 731 minus 414?,317
What is 622 minus 458?,164
What is 431 minus 687?,-256
What is 162 minus 622?,-460
What is 945 minus 429?,516
What is 784 minus 129?,655
What is 702 minus 672?,30
What is 832 minus 960?,-128
What is 792 minus 806?,-14
