question,answer
What is 90 plus 66?,156
What is 13 plus 89?,102
What is 99 plus 82?,181
What is 89 plus 26?,115
What is 76 plus 82?,158
What is 77 plus 65?,142
What is 14 plus 34?,48
What is 88 plus 93?,181
What is 78 plus 21?,99
What is 48 plus 10?,58
What is 4 plus 1?,5
What is 14 plus 46?,60
What is 92 plus 61?,153
What is 40 plus 13?,53
What is 86 plus 57?,143
What is 47 plus 74?,121
What is 89 plus 32?,121
What is 85 plus 62?,147
What is 99 plus 29?,128
What is 20 plus 71?,91
What is 70 plus 9?,79
What is 99 plus 65?,164
What is 21 plus 3?,24
What is 82 plus 21?,103
What is 66 plus 52?,118
What is 77 plus 84?,161
What is 26 plus 56?,82
What is 90 plus 87?,177
What is 51 plus 33?,84
What is 2 plus 75?,77
What is 17 plus 49?,66
What is 21 plus 56?,77
What is 72 plus 6?,78
What is 48 plus 11?,59
What is 82 plus 75?,157
What is 51 plus 42?,93
What is 29 plus 64?,93
What is 58 plus 5?,63
What is 61 plus 79?,140
What is 13 plus 34?,47
What is 64 plus 62?,126
What is 70 plus 82?,152
What is 50 plus 60?,110
What is 33 plus 23?,56
What is 29 plus 69?,98
What is 46 plus 20?,66
What is 38 plus 77?,115
What is 18 plus 58?,76
What is 8 plus 8?,16
What is 61 plus 50?,111
What is 72 plus 52?,124
What is 71 plus 11?,82
What is 33 plus 61?,94
What is 29 plus 14?,43
What is 37 plus 18?,55
What is 46 plus 12?,58
What is 17 plus 84?,101
What is 7 plus 85?,92
What is 17 plus 75?,92
What is 71 plus 25?,96
What is 0 plus 4?,4
What is 51 plus 71?,122
What is 89 plus 96?,185
What is 77 plus 62?,139
What is 91 plus 88?,179
What is 13 plus 60?,73
What is 71 plus 44?,115
What is 99 plus 43?,142
What is 12 plus 87?,99
What is 0 plus 30?,30
What is 29 plus 63?,92
What is 39 plus 35?,74
What is 28 plus 1?,29
What is 63 plus 45?,108
What is 65 plus 43?,108
What is 11 plus 9?,20
What is 39 plus 73?,112
What is 54 plus 28?,82
What is 94 plus 47?,141
What is 48 plus 97?,145
What is 18 plus 29?,47
What is 36 plus 25?,61
What is 95 plus 99?,194
What is 61 plus 84?,145
What is 45 plus 36?,81
What is 49 plus 78?,127
What is 16 plus 99?,115
What is 15 plus 51?,66
What is 45 plus 64?,109
What is 60 plus 29?,89
What is 83 plus 90?,173
What is 47 plus 80?,127
What is 45 plus 55?,100
What is 35 plus 45?,80
What is 51 plus 98?,149
What is 98 plus 91?,189
What is 36 plus 13?,49
What is 61 plus 37?,98
What is 15 plus 57?,72
What is 19 plus 44?,63
What is 31 plus 95?,126
What is 23 plus 43?,66
What is 63 plus 29?,92
What is 14 plus 87?,101
What is 49 plus 49?,98
What is 59 plus 65?,124
What is 59 plus 72?,131
What is 79 plus 28?,107
What is 86 plus 51?,137
What is 64 plus 39?,103
What is 62 plus 29?,91
What is 40 plus 66?,106
What is 87 plus 0?,87
What is 11 plus 60?,71
What is 40 plus 50?,90
What is 29 plus 55?,84
What is 6 plus 73?,79
What is 98 plus 5?,103
What is 52 plus 11?,63
What is 33 plus 25?,58
What is 92 plus 41?,133
What is 22 plus 14?,36
What is 23 plus 89?,112
What is 46 plus 3?,49
What is 29 plus 5?,34
What is 1 plus 48?,49
What is 68 plus 0?,68
What is 16 plus 14?,30
What is 77 plus 77?,154
What is 25 plus 10?,35
What is 94 plus 59?,153
What is 25 plus 0?,25
What is 66 plus 79?,145
What is 53 plus 8?,61
What is 68 plus 22?,90
What is 29 plus 29?,58
What is 53 plus 48?,101
What is 60 plus 0?,60
What is 55 plus 26?,81
What is 48 plus 97?,145
What is 5 plus 78?,83
What is 34 plus 3?,37
What is 74 plus 44?,118
What is 90 plus 47?,137
What is 43 plus 86?,129
What is 58 plus 82?,140
What is 17 plus 76?,93
What is 66 plus 11?,77
What is 32 plus 13?,45
What is 91 plus 13?,104
What is 34 plus 3?,37
What is 88 plus 18?,106
What is 79 plus 98?,177
What is 84 plus 17?,101
What is 48 plus 26?,74
What is 73 plus 84?,157
What is 40 plus 25?,65
What is 53 plus 65?,118
What is 64 plus 15?,79
What is 71 plus 13?,84
What is 88 plus 60?,148
What is 15 plus 65?,80
What is 57 plus 60?,117
What is 22 plus 58?,80
What is 70 plus 43?,113
What is 16 plus 53?,69
What is 32 plus 48?,80
What is 10 plus 72?,82
What is 64 plus 42?,106
What is 29 plus 58?,87
What is 31 plus 44?,75
What is 61 plus 99?,160
What is 52 plus 3?,55
What is 57 plus 92?,149
What is 0 plus 70?,70
What is 51 plus 97?,148
What is 99 plus 57?,156
What is 28 plus 54?,82
What is 30 plus 32?,62
What is 61 plus 60?,121
What is 18 plus 29?,47
What is 56 plus 36?,92
What is 46 plus 83?,129
What is 62 plus 76?,138
What is 19 plus 66?,85
What is 87 plus 11?,98
What is 24 plus 38?,62
What is 66 plus 80?,146
What is 86 plus 15?,101
What is 7 plus 19?,26
What is 43 plus 4?,47
What is 42 plus 79?,121
What is 20 plus 98?,118
What is 59 plus 49?,108
What is 86 plus 24?,110
What is 52 plus 63?,115
What is 24 plus 21?,45
What is 50 plus 6?,56
What is 98 plus 43?,141
What is 97 plus 87?,184
What is 66 plus 24?,90
What is 92 plus 41?,133
What is 23 plus 66?,89
What is 69 plus 91?,160
What is 76 plus 74?,150
What is 55 plus 19?,74
What is 81 plus 88?,169
What is 79 plus 63?,142
What is 84 plus 73?,157
What is 27 plus 76?,103
What is 56 plus 4?,60
What is 31 plus 62?,93
What is 77 plus 40?,117
What is 71 plus 93?,164
What is 25 plus 0?,25
What is 5 plus 7?,12
What is 17 plus 31?,48
What is 56 plus 86?,142
What is 78 plus 28?,106
What is 84 plus 87?,171
What is 13 plus 96?,109
What is 66 plus 54?,120
What is 82 plus 81?,163
What is 36 plus 87?,123
What is 43 plus 63?,106
What is 87 plus 24?,111
What is 20 plus 47?,67
What is 71 plus 45?,116
What is 91 plus 56?,147
What is 50 plus 56?,106
What is 84 plus 40?,124
What is 59 plus 8?,67
What is 18 plus 28?,46
What is 96 plus 14?,110
What is 96 plus 19?,115
What is 50 plus 59?,109
What is 90 plus 69?,159
What is 26 plus 47?,73
What is 90 plus 5?,95
What is 2 plus 51?,53
What is 26 plus 11?,37
What is 52 plus 74?,126
What is 72 plus 52?,124
What is 69 plus 26?,95
What is 81 plus 0?,81
What is 85 plus 17?,102
What is 67 plus 82?,149
What is 62 plus 39?,101
What is 48 plus 69?,117
What is 68 plus 8?,76
What is 10 plus 77?,87
What is 93 plus 63?,156
What is 96 plus 1?,97
What is 26 plus 53?,79
What is 78 plus 96?,174
What is 46 plus 39?,85
What is 10 plus 95?,105
What is 2 plus 98?,100
What is 30 plus 78?,108
What is 3 plus 75?,78
What is 65 plus 47?,112
What is 19 plus 59?,78
What is 33 plus 14?,47
What is 75 plus 57?,132
What is 35 plus 28?,63
What is 48 plus 49?,97
What is 95 plus 64?,159
What is 43 plus 29?,72
What is 75 plus 33?,108
What is 11 plus 5?,16
What is 19 plus 40?,59
What is 80 plus 74?,154
What is 72 plus 62?,134
What is 8 plus 67?,75
What is 61 plus 55?,116
What is 40 plus 49?,89
What is 93 plus 3?,96
What is 14 plus 55?,69
What is 77 plus 85?,162
What is 17 plus 97?,114
What is 18 plus 3?,21
What is 15 plus 90?,105
What is 55 plus 31?,86
What is 4 plus 80?,84
What is 34 plus 33?,67
What is 49 plus 14?,63
What is 44 plus 37?,81
What is 47 plus 78?,125
What is 81 plus 24?,105
What is 95 plus 69?,164
What is 69 plus 7?,76
What is 43 plus 65?,108
What is 70 plus 1?,71
What is 20 plus 63?,83
What is 2 plus 81?,83
What is 33 plus 42?,75
What is 17 plus 44?,61
What is 12 plus 78?,90
What is 71 plus 53?,124
What is 97 plus 8?,105
What is 32 plus 73?,105
What is 13 plus 66?,79
What is 9 plus 75?,84
What is 16 plus 62?,78
What is 4 plus 66?,70
What is 28 plus 44?,72
What is 12 plus 71?,83
What is 90 plus 27?,117
What is 22 plus 88?,110
What is 84 plus 29?,113
What is 51 plus 25?,76
What is 77 plus 89?,166
What is 95 plus 56?,151
What is 44 plus 20?,64
What is 34 plus 92?,126
What is 44 plus 70?,114
What is 25 plus 27?,52
What is 59 plus 40?,99
What is 16 plus 35?,51
What is 71 plus 85?,156
What is 99 plus 98?,197
What is 0 plus 10?,10
What is 84 plus 41?,125
What is 39 plus 90?,129
What is 41 plus 4?,45
What is 10 plus 78?,88
What is 1 plus 37?,38
What is 14 plus 21?,35
What is 91 plus 35?,126
What is 25 plus 65?,90
What is 70 plus 44?,114
What is 57 plus 11?,68
What is 53 plus 64?,117
What is 68 plus 52?,120
What is 15 plus 10?,25
What is 75 plus 59?,134
What is 41 plus 22?,63
What is 37 plus 30?,67
What is 80 plus 55?,135
What is 86 plus 89?,175
What is 36 plus 4?,40
What is 2 plus 1?,3
What is 81 plus 34?,115
What is 9 plus 84?,93
What is 40 plus 40?,80
What is 70 plus 83?,153
What is 36 plus 6?,42
What is 90 plus 31?,121
What is 88 plus 66?,154
What is 17 plus 33?,50
What is 76 plus 7?,83
What is 49 plus 53?,102
What is 35 plus 74?,109
What is 28 plus 32?,60
What is 40 plus 68?,108
What is 62 plus 57?,119
What is 90 plus 15?,105
What is 54 plus 47?,101
What is 21 plus 66?,87
What is 6 plus 29?,35
What is 90 plus 61?,151
What is 49 plus 3?,52
What is 30 plus 10?,40
What is 39 plus 12?,51
What is 23 plus 16?,39
What is 56 plus 1?,57
What is 96 plus 46?,142
What is 67 plus 52?,119
What is 15 plus 67?,82
What is 31 plus 63?,94
What is 36 plus 34?,70
What is 51 plus 55?,106
What is 60 plus 89?,149
What is 7 plus 21?,28
What is 90 plus 67?,157
What is 45 plus 25?,70
What is 31 plus 19?,50
What is 28 plus 38?,66
What is 18 plus 23?,41
What is 70 plus 32?,102
What is 69 plus 3?,72
What is 23 plus 29?,52
What is 92 plus 53?,145
What is 90 plus 20?,110
What is 31 plus 97?,128
What is 71 plus 16?,87
What is 74 plus 87?,161
What is 21 plus 95?,116
What is 31 plus 67?,98
What is 99 plus 38?,137
What is 90 plus 94?,184
What is 2 plus 92?,94
What is 58 plus 25?,83
What is 7 plus 52?,59
What is 21 plus 48?,69
What is 64 plus 49?,113
What is 27 plus 49?,76
What is 68 plus 67?,135
What is 63 plus 13?,76
What is 16 plus 11?,27
What is 68 plus 1?,69
What is 10 plus 1?,11
What is 95 plus 31?,126
What is 95 plus 50?,145
What is 57 plus 86?,143
What is 35 plus 52?,87
What is 44 plus 84?,128
What is 50 plus 33?,83
What is 92 plus 9?,101
What is 97 plus 20?,117
What is 75 plus 31?,106
What is 94 plus 26?,120
What is 5 plus 97?,102
What is 6 plus 65?,71
What is 8 plus 88?,96
What is 57 plus 31?,88
What is 57 plus 90?,147
What is 99 plus 97?,196
What is 84 plus 17?,101
What is 76 plus 80?,156
What is 65 plus 37?,102
What is 1 plus 76?,77
What is 18 plus 44?,62
What is 85 plus 45?,130
What is 46 plus 38?,84
What is 64 plus 82?,146
What is 88 plus 32?,120
What is 17 plus 2?,19
What is 61 plus 93?,154
What is 25 plus 77?,102
What is 50 plus 43?,93
What is 60 plus 38?,98
What is 56 plus 17?,73
What is 60 plus 37?,97
What is 89 plus 42?,131
What is 44 plus 81?,125
What is 77 plus 48?,125
What is 50 plus 74?,124
What is 51 plus 89?,140
What is 64 plus 38?,102
What is 86 plus 96?,182
What is 72 plus 30?,102
What is 24 plus 55?,79
What is 27 plus 33?,60
What is 65 plus 21?,86
What is 65 plus 17?,82
What is 76 plus 66?,142
What is 96 plus 68?,164
What is 99 plus 64?,163
What is 82 plus 60?,142
What is 43 plus 33?,76
What is 55 plus 38?,93
What is 58 plus 83?,141
What is 67 plus 6?,73
What is 93 plus 24?,117
What is 32 plus 58?,90
What is 88 plus 8?,96
What is 2 plus 25?,27
What is 76 plus 13?,89
What is 32 plus 0?,32
What is 27 plus 23?,50
What is 79 plus 22?,101
What is 84 plus 46?,130
What is 78 plus 34?,112
What is 1 plus 86?,87
What is 84 plus 2?,86
What is 2 plus 77?,79
What is 21 plus 39?,60
What is 30 plus 50?,80
What is 63 plus 94?,157
What is 46 plus 45?,91
What is 11 plus 74?,85
What is 55 plus 14?,69
What is 89 plus 3?,92
What is 98 plus 22?,120
What is 1 plus 76?,77
What is 68 plus 34?,102
What is 45 plus 94?,139
What is 26 plus 49?,75
What is 25 plus 40?,65
What is 23 plus 22?,45
What is 63 plus 84?,147
What is 19 plus 78?,97
What is 75 plus 64?,139
What is 52 plus 75?,127
What is 80 plus 29?,109
What is 0 plus 6?,6
What is 55 plus 77?,132
What is 4 plus 82?,86
What is 82 plus 82?,164
What is 17 plus 64?,81
What is 10 plus 53?,63
What is 39 plus 42?,81
What is 81 plus 80?,161
What is 79 plus 24?,103
What is 91 plus 7?,98
What is 43 plus 17?,60
What is 40 plus 84?,124
What is 95 plus 35?,130
What is 62 plus 61?,123
What is 77 plus 42?,119
What is 34 plus 82?,116
What is 9 plus 58?,67
What is 96 plus 20?,116
What is 13 plus 65?,78
What is 33 plus 71?,104
What is 91 plus 51?,142
What is 77 plus 57?,134
What is 53 plus 85?,138
What is 20 plus 77?,97
What is 53 plus 98?,151
What is 16 plus 87?,103
What is 84 plus 99?,183
What is 14 plus 74?,88
What is 98 plus 14?,112
What is 23 plus 95?,118
What is 61 plus 37?,98
What is 87 plus 93?,180
What is 12 plus 87?,99
What is 97 plus 54?,151
What is 33 plus 35?,68
What is 14 plus 81?,95
What is 45 plus 65?,110
What is 68 plus 9?,77
What is 1 plus 5?,6
What is 77 plus 1?,78
What is 99 plus 17?,116
What is 15 plus 52?,67
What is 49 plus 61?,110
What is 3 plus 40?,43
What is 80 plus 17?,97
What is 10 plus 89?,99
What is 50 plus 82?,132
What is 74 plus 95?,169
What is 28 plus 6?,34
What is 26 plus 52?,78
What is 3 plus 6?,9
What is 76 plus 51?,127
What is 16 plus 71?,87
What is 93 plus 90?,183
What is 38 plus 52?,90
What is 51 plus 69?,120
What is 7 plus 95?,102
What is 57 plus 69?,126
What is 18 plus 71?,89
What is 16 plus 82?,98
What is 26 plus 75?,101
What is 21 plus 11?,32
What is 73 plus 60?,133
What is 36 plus 34?,70
What is 32 plus 27?,59
What is 51 plus 87?,138
What is 1 plus 81?,82
What is 6 plus 67?,73
What is 99 plus 99?,198
What is 8 plus 1?,9
What is 81 plus 36?,117
What is 19 plus 98?,117
What is 18 plus 97?,115
What is 64 plus 17?,81
What is 14 plus 42?,56
What is 0 plus 94?,94
What is 41 plus 18?,59
What is 42 plus 74?,116
What is 96 plus 8?,104
What is 11 plus 47?,58
What is 26 plus 32?,58
What is 57 plus 42?,99
What is 87 plus 62?,149
What is 60 plus 68?,128
What is 67 plus 10?,77
What is 10 plus 40?,50
What is 56 plus 49?,105
What is 99 plus 51?,150
What is 69 plus 61?,130
What is 70 plus 54?,124
What is 66 plus 9?,75
What is 28 plus 18?,46
What is 82 plus 51?,133
What is 65 plus 40?,105
What is 18 plus 9?,27
What is 18 plus 19?,37
What is 4 plus 49?,53
What is 82 plus 72?,154
What is 14 plus 85?,99
What is 8 plus 67?,75
What is 34 plus 72?,106
What is 38 plus 45?,83
What is 85 plus 93?,178
What is 61 plus 51?,112
What is 75 plus 40?,115
What is 95 plus 85?,180
What is 79 plus 59?,138
What is 65 plus 44?,109
What is 29 plus 99?,128
What is 64 plus 4?,68
What is 92 plus 49?,141
What is 46 plus 43?,89
What is 65 plus 0?,65
What is 31 plus 73?,104
What is 9 plus 60?,69
What is 14 plus 47?,61
What is 55 plus 98?,153
What is 79 plus 31?,110
What is 69 plus 3?,72
What is 66 plus 64?,130
What is 14 plus 5?,19
What is 72 plus 45?,117
What is 5 plus 46?,51
What is 23 plus 43?,66
What is 34 plus 62?,96
What is 61 plus 96?,157
What is 53 plus 0?,53
What is 82 plus 98?,180
What is 30 plus 83?,113
What is 83 plus 61?,144
What is 95 plus 92?,187
What is 44 plus 87?,131
What is 92 plus 20?,112
What is 5 plus 97?,102
What is 94 plus 61?,155
What is 67 plus 84?,151
What is 21 plus 49?,70
What is 89 plus 36?,125
What is 87 plus 74?,161
What is 61 plus 27?,88
What is 3 plus 90?,93
What is 58 plus 79?,137
What is 76 plus 85?,161
What is 22 plus 78?,100
What is 56 plus 40?,96
What is 74 plus 41?,115
What is 55 plus 72?,127
What is 98 plus 80?,178
What is 18 plus 65?,83
What is 54 plus 50?,104
What is 30 plus 47?,77
What is 48 plus 37?,85
What is 30 plus 27?,57
What is 32 plus 30?,62
What is 68 plus 75?,143
What is 47 plus 58?,105
What is 30 plus 76?,106
What is 43 plus 79?,122
What is 81 plus 18?,99
What is 41 plus 31?,72
What is 18 plus 97?,115
What is 32 plus 70?,102
What is 22 plus 68?,90
What is 90 plus 90?,180
What is 76 plus 14?,90
What is 57 plus 61?,118
What is 26 plus 88?,114
What is 23 plus 76?,99
What is 45 plus 77?,122
What is 31 plus 90?,121
What is 11 plus 69?,80
What is 63 plus 26?,89
What is 37 plus 49?,86
What is 34 plus 65?,99
What is 25 plus 45?,70
What is 52 plus 40?,92
What is 93 plus 2?,95
What is 5 plus 24?,29
What is 25 plus 77?,102
What is 20 plus 71?,91
What is 58 plus 10?,68
What is 32 plus 64?,96
What is 36 plus 88?,124
What is 62 plus 53?,115
What is 40 plus 86?,126
What is 95 plus 89?,184
What is 89 plus 49?,138
What is 6 plus 14?,20
What is 7 plus 42?,49
What is 20 plus 97?,117
What is 34 plus 78?,112
What is 92 plus 71?,163
What is 56 plus 39?,95
What is 70 plus 53?,123
What is 61 plus 47?,108
What is 28 plus 86?,114
What is 11 plus 92?,103
What is 10 plus 80?,90
What is 11 plus 64?,75
What is 2 plus 84?,86
What is 74 plus 65?,139
What is 42 plus 93?,135
What is 76 plus 12?,88
What is 72 plus 30?,102
What is 2 plus 5?,7
What is 12 plus 93?,105
What is 39 plus 11?,50
What is 75 plus 50?,125
What is 90 plus 16?,106
What is 98 plus 73?,171
What is 78 plus 67?,145
What is 25 plus 35?,60
What is 37 plus 20?,57
What is 23 plus 75?,98
What is 28 plus 17?,45
What is 16 plus 29?,45
What is 33 plus 63?,96
What is 38 plus 18?,56
What is 94 plus 78?,172
What is 34 plus 26?,60
What is 10 plus 17?,27
What is 84 plus 52?,136
What is 23 plus 25?,48
What is 75 plus 2?,77
What is 44 plus 68?,112
What is 84 plus 61?,145
What is 86 plus 16?,102
What is 96 plus 94?,190
What is 34 plus 10?,44
What is 92 plus 89?,181
What is 79 plus 88?,167
What is 35 plus 76?,111
What is 94 plus 28?,122
What is 0 plus 18?,18
What is 26 plus 94?,120
What is 73 plus 86?,159
What is 0 plus 53?,53
What is 16 plus 18?,34
What is 62 plus 68?,130
What is 5 plus 64?,69
What is 40 plus 28?,68
What is 85 plus 22?,107
What is 58 plus 40?,98
What is 85 plus 56?,141
What is 29 plus 83?,112
What is 81 plus 93?,174
What is 35 plus 86?,121
What is 90 plus 24?,114
What is 12 plus 44?,56
What is 62 plus 34?,96
What is 45 plus 68?,113
What is 75 plus 36?,111
What is 27 plus 36?,63
What is 70 plus 50?,120
What is 8 plus 22?,30
What is 48 plus 14?,62
What is 75 plus 83?,158
What is 12 plus 66?,78
What is 17 plus 91?,108
What is 58 plus 18?,76
What is 54 plus 33?,87
What is 93 plus 68?,161
What is 24 plus 97?,121
What is 22 plus 94?,116
What is 8 plus 33?,41
What is 56 plus 41?,97
What is 48 plus 65?,113
What is 6 plus 44?,50
What is 49 plus 94?,143
What is 92 plus 49?,141
What is 70 plus 16?,86
What is 98 plus 90?,188
What is 91 plus 69?,160
What is 72 plus 19?,91
What is 83 plus 4?,87
What is 39 plus 78?,117
What is 56 plus 66?,122
What is 97 plus 73?,170
What is 53 plus 26?,79
What is 59 plus 26?,85
What is 50 plus 11?,61
What is 12 plus 68?,80
What is 51 plus 15?,66
What is 64 plus 86?,150
What is 59 plus 95?,154
What is 83 plus 21?,104
What is 4 plus 25?,29
What is 29 plus 30?,59
What is 12 plus 76?,88
What is 48 plus 52?,100
What is 8 plus 70?,78
What is 27 plus 67?,94
What is 25 plus 27?,52
What is 62 plus 11?,73
What is 24 plus 12?,36
What is 65 plus 16?,81
What is 77 plus 24?,101
What is 70 plus 73?,143
What is 66 plus 81?,147
What is 79 plus 55?,134
What is 76 plus 50?,126
What is 82 plus 33?,115
What is 86 plus 60?,146
What is 81 plus 80?,161
What is 77 plus 3?,80
What is 44 plus 44?,88
What is 98 plus 26?,124
What is 89 plus 82?,171
What is 4 plus 25?,29
What is 56 plus 27?,83
What is 66 plus 87?,153
What is 27 plus 0?,27
What is 18 plus 30?,48
What is 58 plus 60?,118
What is 11 plus 77?,88
What is 35 plus 83?,118
What is 37 plus 50?,87
What is 42 plus 94?,136
What is 92 plus 85?,177
What is 91 plus 38?,129
What is 85 plus 11?,96
What is 78 plus 15?,93
What is 63 plus 47?,110
What is 78 plus 79?,157
What is 83 plus 11?,94
What is 29 plus 17?,46
What is 52 plus 30?,82
What is 2 plus 62?,64
What is 36 plus 18?,54
What is 66 plus 81?,147
What is 47 plus 94?,141
What is 86 plus 18?,104
What is 14 plus 65?,79
What is 41 plus 40?,81
What is 87 plus 92?,179
What is 9 plus 46?,55
What is 24 plus 25?,49
What is 37 plus 66?,103
What is 89 plus 54?,143
What is 83 plus 92?,175
What is 94 plus 48?,142
What is 50 plus 4?,54
What is 18 plus 56?,74
What is 9 plus 36?,45
What is 80 plus 84?,164
What is 19 plus 67?,86
What is 24 plus 77?,101
What is 62 plus 44?,106
What is 19 plus 74?,93
What is 19 plus 73?,92
What is 54 plus 33?,87
What is 94 plus 27?,121
What is 14 plus 20?,34
What is 17 plus 56?,73
What is 68 plus 54?,122
What is 22 plus 4?,26
What is 38 plus 96?,134
What is 60 plus 73?,133
What is 10 plus 87?,97
What is 46 plus 82?,128
What is 12 plus 12?,24
What is 63 plus 31?,94
What is 66 plus 5?,71
What is 3 plus 90?,93
What is 87 plus 75?,162
What is 11 plus 59?,70
What is 33 plus 94?,127
What is 74 plus 32?,106
What is 89 plus 71?,160
What is 48 plus 20?,68
What is 30 plus 80?,110
What is 15 plus 86?,101
What is 74 plus 93?,167
What is 99 plus 66?,165
What is 20 plus 63?,83
What is 83 plus 80?,163
What is 31 plus 1?,32
What is 28 plus 18?,46
What is 90 plus 76?,166
What is 86 plus 98?,184
What is 18 plus 81?,99
What is 19 plus 97?,116
What is 75 plus 79?,154
What is 22 plus 8?,30
What is 13 plus 35?,48
What is 12 plus 34?,46
What is 79 plus 59?,138
What is 73 plus 99?,172
What is 33 plus 74?,107
What is 53 plus 5?,58
What is 90 plus 9?,99
What is 18 plus 57?,75
What is 7 plus 44?,51
What is 42 plus 32?,74
What is 81 plus 52?,133
What is 49 plus 2?,51
What is 37 plus 83?,120
What is 30 plus 27?,57
What is 99 plus 11?,110
What is 75 plus 92?,167
What is 18 plus 31?,49
What is 66 plus 27?,93
What is 57 plus 40?,97
What is 1 plus 97?,98
What is 32 plus 53?,85
What is 74 plus 66?,140
What is 70 plus 16?,86
What is 90 plus 42?,132
What is 91 plus 72?,163
What is 83 plus 68?,151
What is 49 plus 25?,74
What is 38 plus 12?,50
What is 56 plus 83?,139
What is 81 plus 34?,115
What is 30 plus 82?,112
What is 33 plus 99?,132
What is 39 plus 10?,49
What is 47 plus 18?,65
What is 57 plus 3?,60
What is 49 plus 82?,131
What is 57 plus 6?,63
What is 80 plus 99?,179
What is 98 plus 36?,134
What is 65 plus 79?,144
What is 98 plus 54?,152
What is 59 plus 78?,137
What is 72 plus 95?,167
What is 66 plus 24?,90
What is 20 plus 0?,20
What is 34 plus 13?,47
What is 49 plus 90?,139
What is 32 plus 25?,57
What is 62 plus 60?,122
What is 33 plus 65?,98
What is 51 plus 16?,67
What is 77 plus 63?,140
What is 34 plus 22?,56
What is 88 plus 1?,89
