question,answer
What is 34 minus 48?,-14
What is 93 minus 26?,67
What is 44 minus 17?,27
What is 16 minus 14?,2
What is 78 minus 45?,33
What is 21 minus 3?,18
What is 55 minus 73?,-18
What is 50 minus 59?,-9
What is 9 minus 82?,-73
What is 90 minus 90?,0
What is 87 minus 9?,78
What is 99 minus 54?,45
What is 69 minus 92?,-23
What is 70 minus 17?,53
What is 21 minus 19?,2
What is 26 minus 21?,5
What is 29 minus 3?,26
What is 67 minus 17?,50
What is 63 minus 45?,18
What is 79 minus 94?,-15
What is 36 minus 91?,-55
What is 42 minus 87?,-45
What is 15 minus 52?,-37
What is 98 minus 33?,65
What is 20 minus 43?,-23
What is 80 minus 64?,16
What is 42 minus 68?,-26
What is 88 minus 18?,70
What is 48 minus 94?,-46
What is 95 minus 71?,24
What is 39 minus 30?,9
What is 48 minus 44?,4
What is 49 minus 60?,-11
What is 65 minus 39?,26
What is 52 minus 52?,0
What is 12 minus 87?,-75
What is 19 minus 18?,1
What is 0 minus 74?,-74
What is 76 minus 81?,-5
What is 90 minus 66?,24
What is 13 minus 89?,-76
What is 99 minus 82?,17
What is 89 minus 26?,63
What is 76 minus 82?,-6
What is 77 minus 65?,12
What is 14 minus 34?,-20
What is 88 minus 93?,-5
What is 78 minus 21?,57
What is 48 minus 10?,38
What is 4 minus 1?,3
What is 14 minus 46?,-32
What is 92 minus 61?,31
What is 40 minus 13?,27
What is 86 minus 57?,29
What is 47 minus 74?,-27
What is 89 minus 32?,57
What is 85 minus 62?,23
What is 99 minus 29?,70
What is 20 minus 71?,-51
What is 70 minus 9?,61
What is 99 minus 65?,34
What is 21 minus 3?,18
What is 82 minus 21?,61
What is 66 minus 52?,14
What is 77 minus 84?,-7
What is 26 minus 56?,-30
What is 90 minus 87?,3
What is 51 minus 33?,18
What is 2 minus 75?,-73
What is 17 minus 49?,-32
What is 21 minus 56?,-35
What is 72 minus 6?,66
What is 48 minus 11?,37
What is 82 minus 75?,7
What is 51 minus 42?,9
What is 29 minus 64?,-35
What is 58 minus 5?,53
What is 61 minus 79?,-18
What is 13 minus 34?,-21
What is 64 minus 62?,2
What is 70 minus 82?,-12
What is 50 minus 60?,-10
What is 33 minus 23?,10
What is 29 minus 69?,-40
What is 46 minus 20?,26
What is 38 minus 77?,-39
What is 18 minus 58?,-40
What is 8 minus 8?,0
What is 61 minus 50?,11
What is 72 minus 52?,20
What is 71 minus 11?,60
What is 33 minus 61?,-28
What is 29 minus 14?,15
What is 37 minus 18?,19
What is 46 minus 12?,34
What is 17 minus 84?,-67
What is 7 minus 85?,-78
What is 17 minus 75?,-58
What is 71 minus 25?,46
What is 0 minus 4?,-4
What is 51 minus 71?,-20
What is 89 minus 96?,-7
What is 77 minus 62?,15
What is 91 minus 88?,3
What is 13 minus 60?,-47
What is 71 minus 44?,27
What is 99 minus 43?,56
What is 12 minus 87?,-75
What is 0 minus 30?,-30
What is 29 minus 63?,-34
What is 39 minus 35?,4
What is 28 minus 1?,27
What is 63 minus 45?,18
What is 65 minus 43?,22
What is 11 minus 9?,2
What is 39 minus 73?,-34
What is 54 minus 28?,26
What is 94 minus 47?,47
What is 48 minus 97?,-49
What is 18 minus 29?,-11
What is 36 minus 25?,11
What is 95 minus 99?,-4
What is 61 minus 84?,-23
What is 45 minus 36?,9
What is 49 minus 78?,-29
What is 16 minus 99?,-83
What is 15 minus 51?,-36
What is 45 minus 64?,-19
What is 60 minus 29?,31
What is 83 minus 90?,-7
What is 47 minus 80?,-33
What is 45 minus 55?,-10
What is 35 minus 45?,-10
What is 51 minus 98?,-47
What is 98 minus 91?,7
What is 36 minus 13?,23
What is 61 minus 37?,24
What is 15 minus 57?,-42
What is 19 minus 44?,-25
What is 31 minus 95?,-64
What is 23 minus 43?,-20
What is 63 minus 29?,34
What is 14 minus 87?,-73
What is 49 minus 49?,0
What is 59 minus 65?,-6
What is 59 minus 72?,-13
What is 79 minus 28?,51
What is 86 minus 51?,35
What is 64 minus 39?,25
What is 62 minus 29?,33
What is 40 minus 66?,-26
What is 87 minus 0?,87
What is 11 minus 60?,-49
What is 40 minus 50?,-10
What is 29 minus 55?,-26
What is 6 minus 73?,-67
What is 98 minus 5?,93
What is 52 minus 11?,41
What is 33 minus 25?,8
What is 92 minus 41?,51
What is 22 minus 14?,8
What is 23 minus 89?,-66
What is 46 minus 3?,43
What is 29 minus 5?,24
What is 1 minus 48?,-47
What is 68 minus 0?,68
What is 16 minus 14?,2
What is 77 minus 77?,0
What is 25 minus 10?,15
What is 94 minus 59?,35
What is 25 minus 0?,25
What is 66 minus 79?,-13
What is 53 minus 8?,45
What is 68 minus 22?,46
What is 29 minus 29?,0
What is 53 minus 48?,5
What is 60 minus 0?,60
What is 55 minus 26?,29
What is 48 minus 97?,-49
What is 5 minus 78?,-73
What is 34 minus 3?,31
What is 74 minus 44?,30
What is 90 minus 47?,43
What is 43 minus 86?,-43
What is 58 minus 82?,-24
What is 17 minus 76?,-59
What is 66 minus 11?,55
What is 32 minus 13?,19
What is 91 minus 13?,78
What is 34 minus 3?,31
What is 88 minus 18?,70
What is 79 minus 98?,-19
What is 84 minus 17?,67
What is 48 minus 26?,22
What is 73 minus 84?,-11
What is 40 minus 25?,15
What is 53 minus 65?,-12
What is 64 minus 15?,49
What is 71 minus 13?,58
What is 88 minus 60?,28
What is 15 minus 65?,-50
What is 57 minus 60?,-3
What is 22 minus 58?,-36
What is 70 minus 43?,27
What is 16 minus 53?,-37
What is 32 minus 48?,-16
What is 10 minus 72?,-62
What is 64 minus 42?,22
What is 29 minus 58?,-29
What is 31 minus 44?,-13
What is 61 minus 99?,-38
What is 52 minus 3?,49
What is 57 minus 92?,-35
What is 0 minus 70?,-70
What is 51 minus 97?,-46
What is 99 minus 57?,42
What is 28 minus 54?,-26
What is 30 minus 32?,-2
What is 61 minus 60?,1
What is 18 minus 29?,-11
What is 56 minus 36?,20
What is 46 minus 83?,-37
What is 62 minus 76?,-14
What is 19 minus 66?,-47
What is 87 minus 11?,76
What is 24 minus 38?,-14
What is 66 minus 80?,-14
What is 86 minus 15?,71
What is 7 minus 19?,-12
What is 43 minus 4?,39
What is 42 minus 79?,-37
What is 20 minus 98?,-78
What is 59 minus 49?,10
What is 86 minus 24?,62
What is 52 minus 63?,-11
What is 24 minus 21?,3
What is 50 minus 6?,44
What is 98 minus 43?,55
What is 97 minus 87?,10
What is 66 minus 24?,42
What is 92 minus 41?,51
What is 23 minus 66?,-43
What is 69 minus 91?,-22
What is 76 minus 74?,2
What is 55 minus 19?,36
What is 81 minus 88?,-7
What is 79 minus 63?,16
What is 84 minus 73?,11
What is 27 minus 76?,-49
What is 56 minus 4?,52
What is 31 minus 62?,-31
What is 77 minus 40?,37
What is 71 minus 93?,-22
What is 25 minus 0?,25
What is 5 minus 7?,-2
What is 17 minus 31?,-14
What is 56 minus 86?,-30
What is 78 minus 28?,50
What is 84 minus 87?,-3
What is 13 minus 96?,-83
What is 66 minus 54?,12
What is 82 minus 81?,1
What is 36 minus 87?,-51
What is 43 minus 63?,-20
What is 87 minus 24?,63
What is 20 minus 47?,-27
What is 71 minus 45?,26
What is 91 minus 56?,35
What is 50 minus 56?,-6
What is 84 minus 40?,44
What is 59 minus 8?,51
What is 18 minus 28?,-10
What is 96 minus 14?,82
What is 96 minus 19?,77
What is 50 minus 59?,-9
What is 90 minus 69?,21
What is 26 minus 47?,-21
What is 90 minus 5?,85
What is 2 minus 51?,-49
What is 26 minus 11?,15
What is 52 minus 74?,-22
What is 72 minus 52?,20
What is 69 minus 26?,43
What is 81 minus 0?,81
What is 85 minus 17?,68
What is 67 minus 82?,-15
What is 62 minus 39?,23
What is 48 minus 69?,-21
What is 68 minus 8?,60
What is 10 minus 77?,-67
What is 93 minus 63?,30
What is 96 minus 1?,95
What is 26 minus 53?,-27
What is 78 minus 96?,-18
What is 46 minus 39?,7
What is 10 minus 95?,-85
What is 2 minus 98?,-96
What is 30 minus 78?,-48
What is 3 minus 75?,-72
What is 65 minus 47?,18
What is 19 minus 59?,-40
What is 33 minus 14?,19
What is 75 minus 57?,18
What is 35 minus 28?,7
What is 48 minus 49?,-1
What is 95 minus 64?,31
What is 43 minus 29?,14
What is 75 minus 33?,42
What is 11 minus 5?,6
What is 19 minus 40?,-21
What is 80 minus 74?,6
What is 72 minus 62?,10
What is 8 minus 67?,-59
What is 61 minus 55?,6
What is 40 minus 49?,-9
What is 93 minus 3?,90
What is 14 minus 55?,-41
What is 77 minus 85?,-8
What is 17 minus 97?,-80
What is 18 minus 3?,15
What is 15 minus 90?,-75
What is 55 minus 31?,24
What is 4 minus 80?,-76
What is 34 minus 33?,1
What is 49 minus 14?,35
What is 44 minus 37?,7
What is 47 minus 78?,-31
What is 81 minus 24?,57
What is 95 minus 69?,26
What is 69 minus 7?,62
What is 43 minus 65?,-22
What is 70 minus 1?,69
What is 20 minus 63?,-43
What is 2 minus 81?,-79
What is 33 minus 42?,-9
What is 17 minus 44?,-27
What is 12 minus 78?,-66
What is 71 minus 53?,18
What is 97 minus 8?,89
What is 32 minus 73?,-41
What is 13 minus 66?,-53
What is 9 minus 75?,-66
What is 16 minus 62?,-46
What is 4 minus 66?,-62
What is 28 minus 44?,-16
What is 12 minus 71?,-59
What is 90 minus 27?,63
What is 22 minus 88?,-66
What is 84 minus 29?,55
What is 51 minus 25?,26
What is 77 minus 89?,-12
What is 95 minus 56?,39
What is 44 minus 20?,24
What is 34 minus 92?,-58
What is 44 minus 70?,-26
What is 25 minus 27?,-2
What is 59 minus 40?,19
What is 16 minus 35?,-19
What is 71 minus 85?,-14
What is 99 minus 98?,1
What is 0 minus 10?,-10
What is 84 minus 41?,43
What is 39 minus 90?,-51
What is 41 minus 4?,37
What is 10 minus 78?,-68
What is 1 minus 37?,-36
What is 14 minus 21?,-7
What is 91 minus 35?,56
What is 25 minus 65?,-40
What is 70 minus 44?,26
What is 57 minus 11?,46
What is 53 minus 64?,-11
What is 68 minus 52?,16
What is 15 minus 10?,5
What is 75 minus 59?,16
What is 41 minus 22?,19
What is 37 minus 30?,7
What is 80 minus 55?,25
What is 86 minus 89?,-3
What is 36 minus 4?,32
What is 2 minus 1?,1
What is 81 minus 34?,47
What is 9 minus 84?,-75
What is 40 minus 40?,0
What is 70 minus 83?,-13
What is 36 minus 6?,30
What is 90 minus 31?,59
What is 88 minus 66?,22
What is 17 minus 33?,-16
What is 76 minus 7?,69
What is 49 minus 53?,-4
What is 35 minus 74?,-39
What is 28 minus 32?,-4
What is 40 minus 68?,-28
What is 62 minus 57?,5
What is 90 minus 15?,75
What is 54 minus 47?,7
What is 21 minus 66?,-45
What is 6 minus 29?,-23
What is 90 minus 61?,29
What is 49 minus 3?,46
What is 30 minus 10?,20
What is 39 minus 12?,27
What is 23 minus 16?,7
What is 56 minus 1?,55
What is 96 minus 46?,50
What is 67 minus 52?,15
What is 15 minus 67?,-52
What is 31 minus 63?,-32
What is 36 minus 34?,2
What is 51 minus 55?,-4
What is 60 minus 89?,-29
What is 7 minus 21?,-14
What is 90 minus 67?,23
What is 45 minus 25?,20
What is 31 minus 19?,12
What is 28 minus 38?,-10
What is 18 minus 23?,-5
What is 70 minus 32?,38
What is 69 minus 3?,66
What is 23 minus 29?,-6
What is 92 minus 53?,39
What is 90 minus 20?,70
What is 31 minus 97?,-66
What is 71 minus 16?,55
What is 74 minus 87?,-13
What is 21 minus 95?,-74
What is 31 minus 67?,-36
What is 99 minus 38?,61
What is 90 minus 94?,-4
What is 2 minus 92?,-90
What is 58 minus 25?,33
What is 7 minus 52?,-45
What is 21 minus 48?,-27
What is 64 minus 49?,15
What is 27 minus 49?,-22
What is 68 minus 67?,1
What is 63 minus 13?,50
What is 16 minus 11?,5
What is 68 minus 1?,67
What is 10 minus 1?,9
What is 95 minus 31?,64
What is 95 minus 50?,45
What is 57 minus 86?,-29
What is 35 minus 52?,-17
What is 44 minus 84?,-40
What is 50 minus 33?,17
What is 92 minus 9?,83
What is 97 minus 20?,77
What is 75 minus 31?,44
What is 94 minus 26?,68
What is 5 minus 97?,-92
What is 6 minus 65?,-59
What is 8 minus 88?,-80
What is 57 minus 31?,26
What is 57 minus 90?,-33
What is 99 minus 97?,2
What is 84 minus 17?,67
What is 76 minus 80?,-4
What is 65 minus 37?,28
What is 1 minus 76?,-75
What is 18 minus 44?,-26
What is 85 minus 45?,40
What is 46 minus 38?,8
What is 64 minus 82?,-18
What is 88 minus 32?,56
What is 17 minus 2?,15
What is 61 minus 93?,-32
What is 25 minus 77?,-52
What is 50 minus 43?,7
What is 60 minus 38?,22
What is 56 minus 17?,39
What is 60 minus 37?,23
What is 89 minus 42?,47
What is 44 minus 81?,-37
What is 77 minus 48?,29
What is 50 minus 74?,-24
What is 51 minus 89?,-38
What is 64 minus 38?,26
What is 86 minus 96?,-10
What is 72 minus 30?,42
What is 24 minus 55?,-31
What is 27 minus 33?,-6
What is 65 minus 21?,44
What is 65 minus 17?,48
What is 76 minus 66?,10
What is 96 minus 68?,28
What is 99 minus 64?,35
What is 82 minus 60?,22
What is 43 minus 33?,10
What is 55 minus 38?,17
What is 58 minus 83?,-25
What is 67 minus 6?,61
What is 93 minus 24?,69
What is 32 minus 58?,-26
What is 88 minus 8?,80
What is 2 minus 25?,-23
What is 76 minus 13?,63
What is 32 minus 0?,32
What is 27 minus 23?,4
What is 79 minus 22?,57
What is 84 minus 46?,38
What is 78 minus 34?,44
What is 1 minus 86?,-85
What is 84 minus 2?,82
What is 2 minus 77?,-75
What is 21 minus 39?,-18
What is 30 minus 50?,-20
What is 63 minus 94?,-31
What is 46 minus 45?,1
What is 11 minus 74?,-63
What is 55 minus 14?,41
What is 89 minus 3?,86
What is 98 minus 22?,76
What is 1 minus 76?,-75
What is 68 minus 34?,34
What is 45 minus 94?,-49
What is 26 minus 49?,-23
What is 25 minus 40?,-15
What is 23 minus 22?,1
What is 63 minus 84?,-21
What is 19 minus 78?,-59
What is 75 minus 64?,11
What is 52 minus 75?,-23
What is 80 minus 29?,51
What is 0 minus 6?,-6
What is 55 minus 77?,-22
What is 4 minus 82?,-78
What is 82 minus 82?,0
What is 17 minus 64?,-47
What is 10 minus 53?,-43
What is 39 minus 42?,-3
What is 81 minus 80?,1
What is 79 minus 24?,55
What is 91 minus 7?,84
What is 43 minus 17?,26
What is 40 minus 84?,-44
What is 95 minus 35?,60
What is 62 minus 61?,1
What is 77 minus 42?,35
What is 34 minus 82?,-48
What is 9 minus 58?,-49
What is 96 minus 20?,76
What is 13 minus 65?,-52
What is 33 minus 71?,-38
What is 91 minus 51?,40
What is 77 minus 57?,20
What is 53 minus 85?,-32
What is 20 minus 77?,-57
What is 53 minus 98?,-45
What is 16 minus 87?,-71
What is 84 minus 99?,-15
What is 14 minus 74?,-60
What is 98 minus 14?,84
What is 23 minus 95?,-72
What is 61 minus 37?,24
What is 87 minus 93?,-6
What is 12 minus 87?,-75
What is 97 minus 54?,43
What is 33 minus 35?,-2
What is 14 minus 81?,-67
What is 45 minus 65?,-20
What is 68 minus 9?,59
What is 1 minus 5?,-4
What is 77 minus 1?,76
What is 99 minus 17?,82
What is 15 minus 52?,-37
What is 49 minus 61?,-12
What is 3 minus 40?,-37
What is 80 minus 17?,63
What is 10 minus 89?,-79
What is 50 minus 82?,-32
What is 74 minus 95?,-21
What is 28 minus 6?,22
What is 26 minus 52?,-26
What is 3 minus 6?,-3
What is 76 minus 51?,25
What is 16 minus 71?,-55
What is 93 minus 90?,3
What is 38 minus 52?,-14
What is 51 minus 69?,-18
What is 7 minus 95?,-88
What is 57 minus 69?,-12
What is 18 minus 71?,-53
What is 16 minus 82?,-66
What is 26 minus 75?,-49
What is 21 minus 11?,10
What is 73 minus 60?,13
What is 36 minus 34?,2
What is 32 minus 27?,5
What is 51 minus 87?,-36
What is 1 minus 81?,-80
What is 6 minus 67?,-61
What is 99 minus 99?,0
What is 8 minus 1?,7
What is 81 minus 36?,45
What is 19 minus 98?,-79
What is 18 minus 97?,-79
What is 64 minus 17?,47
What is 14 minus 42?,-28
What is 0 minus 94?,-94
What is 41 minus 18?,23
What is 42 minus 74?,-32
What is 96 minus 8?,88
What is 11 minus 47?,-36
What is 26 minus 32?,-6
What is 57 minus 42?,15
What is 87 minus 62?,25
What is 60 minus 68?,-8
What is 67 minus 10?,57
What is 10 minus 40?,-30
What is 56 minus 49?,7
What is 99 minus 51?,48
What is 69 minus 61?,8
What is 70 minus 54?,16
What is 66 minus 9?,57
What is 28 minus 18?,10
What is 82 minus 51?,31
What is 65 minus 40?,25
What is 18 minus 9?,9
What is 18 minus 19?,-1
What is 4 minus 49?,-45
What is 82 minus 72?,10
What is 14 minus 85?,-71
What is 8 minus 67?,-59
What is 34 minus 72?,-38
What is 38 minus 45?,-7
What is 85 minus 93?,-8
What is 61 minus 51?,10
What is 75 minus 40?,35
What is 95 minus 85?,10
What is 79 minus 59?,20
What is 65 minus 44?,21
What is 29 minus 99?,-70
What is 64 minus 4?,60
What is 92 minus 49?,43
What is 46 minus 43?,3
What is 65 minus 0?,65
What is 31 minus 73?,-42
What is 9 minus 60?,-51
What is 14 minus 47?,-33
What is 55 minus 98?,-43
What is 79 minus 31?,48
What is 69 minus 3?,66
What is 66 minus 64?,2
What is 14 minus 5?,9
What is 72 minus 45?,27
What is 5 minus 46?,-41
What is 23 minus 43?,-20
What is 34 minus 62?,-28
What is 61 minus 96?,-35
What is 53 minus 0?,53
What is 82 minus 98?,-16
What is 30 minus 83?,-53
What is 83 minus 61?,22
What is 95 minus 92?,3
What is 44 minus 87?,-43
What is 92 minus 20?,72
What is 5 minus 97?,-92
What is 94 minus 61?,33
What is 67 minus 84?,-17
What is 21 minus 49?,-28
What is 89 minus 36?,53
What is 87 minus 74?,13
What is 61 minus 27?,34
What is 3 minus 90?,-87
What is 58 minus 79?,-21
What is 76 minus 85?,-9
What is 22 minus 78?,-56
What is 56 minus 40?,16
What is 74 minus 41?,33
What is 55 minus 72?,-17
What is 98 minus 80?,18
What is 18 minus 65?,-47
What is 54 minus 50?,4
What is 30 minus 47?,-17
What is 48 minus 37?,11
What is 30 minus 27?,3
What is 32 minus 30?,2
What is 68 minus 75?,-7
What is 47 minus 58?,-11
What is 30 minus 76?,-46
What is 43 minus 79?,-36
What is 81 minus 18?,63
What is 41 minus 31?,10
What is 18 minus 97?,-79
What is 32 minus 70?,-38
What is 22 minus 68?,-46
What is 90 minus 90?,0
What is 76 minus 14?,62
What is 57 minus 61?,-4
What is 26 minus 88?,-62
What is 23 minus 76?,-53
What is 45 minus 77?,-32
What is 31 minus 90?,-59
What is 11 minus 69?,-58
What is 63 minus 26?,37
What is 37 minus 49?,-12
What is 34 minus 65?,-31
What is 25 minus 45?,-20
What is 52 minus 40?,12
What is 93 minus 2?,91
What is 5 minus 24?,-19
What is 25 minus 77?,-52
What is 20 minus 71?,-51
What is 58 minus 10?,48
What is 32 minus 64?,-32
What is 36 minus 88?,-52
What is 62 minus 53?,9
What is 40 minus 86?,-46
What is 95 minus 89?,6
What is 89 minus 49?,40
What is 6 minus 14?,-8
What is 7 minus 42?,-35
What is 20 minus 97?,-77
What is 34 minus 78?,-44
What is 92 minus 71?,21
What is 56 minus 39?,17
What is 70 minus 53?,17
What is 61 minus 47?,14
What is 28 minus 86?,-58
What is 11 minus 92?,-81
What is 10 minus 80?,-70
What is 11 minus 64?,-53
What is 2 minus 84?,-82
What is 74 minus 65?,9
What is 42 minus 93?,-51
What is 76 minus 12?,64
What is 72 minus 30?,42
What is 2 minus 5?,-3
What is 12 minus 93?,-81
What is 39 minus 11?,28
What is 75 minus 50?,25
What is 90 minus 16?,74
What is 98 minus 73?,25
What is 78 minus 67?,11
What is 25 minus 35?,-10
What is 37 minus 20?,17
What is 23 minus 75?,-52
What is 28 minus 17?,11
What is 16 minus 29?,-13
What is 33 minus 63?,-30
What is 38 minus 18?,20
What is 94 minus 78?,16
What is 34 minus 26?,8
What is 10 minus 17?,-7
What is 84 minus 52?,32
What is 23 minus 25?,-2
What is 75 minus 2?,73
What is 44 minus 68?,-24
What is 84 minus 61?,23
What is 86 minus 16?,70
What is 96 minus 94?,2
What is 34 minus 10?,24
What is 92 minus 89?,3
What is 79 minus 88?,-9
What is 35 minus 76?,-41
What is 94 minus 28?,66
What is 0 minus 18?,-18
What is 26 minus 94?,-68
What is 73 minus 86?,-13
What is 0 minus 53?,-53
What is 16 minus 18?,-2
What is 62 minus 68?,-6
What is 5 minus 64?,-59
What is 40 minus 28?,12
What is 85 minus 22?,63
What is 58 minus 40?,18
What is 85 minus 56?,29
What is 29 minus 83?,-54
What is 81 minus 93?,-12
What is 35 minus 86?,-51
What is 90 minus 24?,66
What is 12 minus 44?,-32
What is 62 minus 34?,28
What is 45 minus 68?,-23
What is 75 minus 36?,39
What is 27 minus 36?,-9
What is 70 minus 50?,20
What is 8 minus 22?,-14
What is 48 minus 14?,34
What is 75 minus 83?,-8
What is 12 minus 66?,-54
What is 17 minus 91?,-74
What is 58 minus 18?,40
What is 54 minus 33?,21
What is 93 minus 68?,25
What is 24 minus 97?,-73
What is 22 minus 94?,-72
What is 8 minus 33?,-25
What is 56 minus 41?,15
What is 48 minus 65?,-17
What is 6 minus 44?,-38
What is 49 minus 94?,-45
What is 92 minus 49?,43
What is 70 minus 16?,54
What is 98 minus 90?,8
What is 91 minus 69?,22
What is 72 minus 19?,53
What is 83 minus 4?,79
What is 39 minus 78?,-39
What is 56 minus 66?,-10
What is 97 minus 73?,24
What is 53 minus 26?,27
What is 59 minus 26?,33
What is 50 minus 11?,39
What is 12 minus 68?,-56
What is 51 minus 15?,36
What is 64 minus 86?,-22
What is 59 minus 95?,-36
What is 83 minus 21?,62
What is 4 minus 25?,-21
What is 29 minus 30?,-1
What is 12 minus 76?,-64
What is 48 minus 52?,-4
What is 8 minus 70?,-62
What is 27 minus 67?,-40
What is 25 minus 27?,-2
What is 62 minus 11?,51
What is 24 minus 12?,12
What is 65 minus 16?,49
What is 77 minus 24?,53
What is 70 minus 73?,-3
What is 66 minus 81?,-15
What is 79 minus 55?,24
What is 76 minus 50?,26
What is 82 minus 33?,49
What is 86 minus 60?,26
What is 81 minus 80?,1
What is 77 minus 3?,74
What is 44 minus 44?,0
What is 98 minus 26?,72
What is 89 minus 82?,7
What is 4 minus 25?,-21
What is 56 minus 27?,29
What is 66 minus 87?,-21
What is 27 minus 0?,27
What is 18 minus 30?,-12
What is 58 minus 60?,-2
What is 11 minus 77?,-66
What is 35 minus 83?,-48
What is 37 minus 50?,-13
What is 42 minus 94?,-52
What is 92 minus 85?,7
What is 91 minus 38?,53
What is 85 minus 11?,74
What is 78 minus 15?,63
What is 63 minus 47?,16
What is 78 minus 79?,-1
What is 83 minus 11?,72
What is 29 minus 17?,12
What is 52 minus 30?,22
What is 2 minus 62?,-60
What is 36 minus 18?,18
What is 66 minus 81?,-15
What is 47 minus 94?,-47
What is 86 minus 18?,68
What is 14 minus 65?,-51
What is 41 minus 40?,1
What is 87 minus 92?,-5
What is 9 minus 46?,-37
What is 24 minus 25?,-1
What is 37 minus 66?,-29
What is 89 minus 54?,35
What is 83 minus 92?,-9
What is 94 minus 48?,46
What is 50 minus 4?,46
What is 18 minus 56?,-38
What is 9 minus 36?,-27
What is 80 minus 84?,-4
What is 19 minus 67?,-48
What is 24 minus 77?,-53
What is 62 minus 44?,18
What is 19 minus 74?,-55
What is 19 minus 73?,-54
What is 54 minus 33?,21
What is 94 minus 27?,67
What is 14 minus 20?,-6
What is 17 minus 56?,-39
What is 68 minus 54?,14
What is 22 minus 4?,18
What is 38 minus 96?,-58
What is 60 minus 73?,-13
What is 10 minus 87?,-77
What is 46 minus 82?,-36
What is 12 minus 12?,0
What is 63 minus 31?,32
What is 66 minus 5?,61
What is 3 minus 90?,-87
What is 87 minus 75?,12
What is 11 minus 59?,-48
What is 33 minus 94?,-61
What is 74 minus 32?,42
What is 89 minus 71?,18
What is 48 minus 20?,28
What is 30 minus 80?,-50
What is 15 minus 86?,-71
What is 74 minus 93?,-19
What is 99 minus 66?,33
What is 20 minus 63?,-43
What is 83 minus 80?,3
What is 31 minus 1?,30
What is 28 minus 18?,10
What is 90 minus 76?,14
What is 86 minus 98?,-12
What is 18 minus 81?,-63
What is 19 minus 97?,-78
What is 75 minus 79?,-4
What is 22 minus 8?,14
What is 13 minus 35?,-22
What is 12 minus 34?,-22
What is 79 minus 59?,20
What is 73 minus 99?,-26
What is 33 minus 74?,-41
What is 53 minus 5?,48
What is 90 minus 9?,81
What is 18 minus 57?,-39
What is 7 minus 44?,-37
What is 42 minus 32?,10
What is 81 minus 52?,29
What is 49 minus 2?,47
What is 37 minus 83?,-46
What is 30 minus 27?,3
What is 99 minus 11?,88
What is 75 minus 92?,-17
What is 18 minus 31?,-13
What is 66 minus 27?,39
What is 57 minus 40?,17
What is 1 minus 97?,-96
What is 32 minus 53?,-21
What is 74 minus 66?,8
What is 70 minus 16?,54
What is 90 minus 42?,48
What is 91 minus 72?,19
What is 83 minus 68?,15
What is 49 minus 25?,24
What is 38 minus 12?,26
What is 56 minus 83?,-27
What is 81 minus 34?,47
What is 30 minus 82?,-52
What is 33 minus 99?,-66
What is 39 minus 10?,29
What is 47 minus 18?,29
What is 57 minus 3?,54
What is 49 minus 82?,-33
What is 57 minus 6?,51
What is 80 minus 99?,-19
What is 98 minus 36?,62
What is 65 minus 79?,-14
What is 98 minus 54?,44
What is 59 minus 78?,-19
What is 72 minus 95?,-23
What is 66 minus 24?,42
What is 20 minus 0?,20
What is 34 minus 13?,21
What is 49 minus 90?,-41
What is 32 minus 25?,7
What is 62 minus 60?,2
What is 33 minus 65?,-32
What is 51 minus 16?,35
What is 77 minus 63?,14
What is 34 minus 22?,12
What is 88 minus 1?,87
